CAS ATTRIBUTES
14,SPECIES_PER_2,integer,"notNull(species_per_2);isInt(species_per_2|-9997);isBetween(species_per_2, 1, 10|-9997)","mapInt(species_per_2, {1,2,3,4,5,6,7,8,9,10}, {10,20,30,40,50,60,70,80,90,100})",Maps source value to SPECIES_PER_2 by multiplying by 10,TRUE
15,SPECIES_3,text,"notNull(species_3);notEmpty(species_3);matchTable(species_3, 'translation', 'species_code_mapping', 'pe_species_codes', 'TRUE')","lookupText(species_3, 'translation', 'species_code_mapping', 'pe_species_codes', 'casfri_species_codes', 'TRUE')",Maps source value to SPECIES_3 using lookup table,TRUE
16,SPECIES_PER_3,integer,"notNull(species_per_3);isInt(species_per_3|-9997);isBetween(species_per_3, 1, 10|-9997)","mapInt(species_per_3, {1,2,3,4,5,6,7,8,9,10}, {10,20,30,40,50,60,70,80,90,100})",Maps source value to SPECIES_PER_3 by multiplying by 10. ,TRUE
17,SPECIES_4,text,"notNull(species_4);notEmpty(species_4);matchTable(species_4, 'translation', 'species_code_mapping', 'pe_species_codes', 'TRUE')","lookupText(species_4, 'translation', 'species_code_mapping', 'pe_species_codes', 'casfri_species_codes', 'TRUE')",Maps source value to SPECIES_4 using lookup table,TRUE
18,SPECIES_PER_4,integer,"notNull(species_per_4);isInt(species_per_4|-9997);isBetween(species_per_4, 1, 10|-9997)","mapInt(species_per_4, {1,2,3,4,5,6,7,8,9,10}, {10,20,30,40,50,60,70,80,90,100})",Maps source value to SPECIES_PER_4 by multiplying by 10. ,TRUE
19,SPECIES_5,text,"notNull(species_5);notEmpty(species_5);matchTable(species_5, 'translation', 'species_code_mapping', 'pe_species_codes', 'TRUE')","lookupText(species_5, 'translation', 'species_code_mapping', 'pe_species_codes', 'casfri_species_codes', 'TRUE')",Maps source value to SPECIES_5 using lookup table,TRUE
20,SPECIES_PER_5,integer,"notNull(species_per_5);isInt(species_per_5|-9997);isBetween(species_per_5, 1, 10|-9997)","mapInt(species_per_5, {1,2,3,4,5,6,7,8,9,10}, {10,20,30,40,50,60,70,80,90,100})",Maps source value to SPECIES_PER_5 by multiplying by 10. ,TRUE
21,SPECIES_6,text,false(),nothingText(),Attribute does not occur,TRUE
22,SPECIES_PER_6,integer,false(),nothingInt(),Attribute does not occur,TRUE
23,SPECIES_7,text,false(),nothingText(),Attribute does not occur,TRUE
24,SPECIES_PER_7,integer,false(),nothingInt(),Attribute does not occur,TRUE
25,SPECIES_8,text,false(),nothingText(),Attribute does not occur,TRUE
26,SPECIES_PER_8,integer,false(),nothingInt(),Attribute does not occur,TRUE
27,SPECIES_9,text,false(),nothingText(),Attribute does not occur,TRUE
28,SPECIES_PER_9,integer,false(),nothingInt(),Attribute does not occur,TRUE
29,SPECIES_10,text,false(),nothingText(),Attribute does not occur,TRUE
30,SPECIES_PER_10,integer,false(),nothingInt(),Attribute does not occur,TRUE
31,ORIGIN_UPPER,integer,false(),nothingInt(),Attribute does not occur,TRUE
32,ORIGIN_LOWER,integer,false(),nothingInt(),Attribute does not occur,TRUE
33,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,TRUE
34,SITE_INDEX,double precision,false(),nothingDouble(),Attribute does not occur,TRUE

NFL ATTRIBUTES
rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,"matchList(landtype,{'SO','SD','WW','FL','CL','WF','PL','RN','RD','RR','AG','EP','UR','AL','BO'})",NA,Translate only rows where landtype has an nfl value, TRUE
1,CAS_ID,text,notEmpty(inventory_id);notNull(map_sheet_id);notNull(orig_stand_id);notNull(src_filename);notNull(ogc_fid),"padConcat({inventory_id, src_filename, map_sheet_id, orig_stand_id, ogc_fid}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,SOIL_MOIST_REG,text,false(|UNKNOWN_VALUE),nothingText(),Attribute does not occur,TRUE
3,STRUCTURE_PER,integer,true(),copyInt(100),No horizontal structure so structure percent is 100,TRUE
4,LAYER,integer,true(),"mb_fli01_countOfNotNull({species_1, species_2, species_3, species_4, species_5}, landtype, layer, 'FALSE')",Counts number of layers based on the presence of a not null value for attributes representing each layer. Custom function decides if NFL layer is present based on rules in NFL table.,TRUE
5,LAYER_RANK,integer,false(|-8887),nothingInt(),Attribute does not occur,TRUE
6,CROWN_CLOSURE_UPPER,integer,false(),nothingInt(),Attribute does not occur,TRUE
7,CROWN_CLOSURE_LOWER,integer,false(),nothingInt(),Attribute does not occur,TRUE
8,HEIGHT_UPPER,double precision,false(),nothingDouble(),Attribute does not occur,TRUE
9,HEIGHT_LOWER,double precision,false(),nothingDouble(),Attribute does not occur,TRUE
10,NAT_NON_VEG,text,"notNull(landtype);matchList(landtype,{'SO','SD','WW','FL'}|NOT_APPLICABLE)","mapText(landtype, {'SO','SD','WW','FL'}, {'SLIDE','SAND','LAKE','FLOOD'})",Maps source value to NAT_NON_VEG using list of values.,TRUE
11,NON_FOR_ANTH,text,"notNull(landtype);matchList(landtype,{'CL','WF','PL','RN','RD','RR','AG','EP','UR'}|NOT_APPLICABLE)","mapText(landtype, {'CL','WF','PL','RN','RD','RR','AG','EP','UR'}, {'OTHER','OTHER','FACILITY_INFRASTRUCTURE','FACILITY_INFRASTRUCTURE','FACILITY_INFRASTRUCTURE','FACILITY_INFRASTRUCTURE','CULTIVATED','BORROW_PIT','SETTLEMENT'})",Maps source value to NON_FOR_ANTH using list of values.,TRUE
12,NON_FOR_VEG,text,"notNull(landtype);matchList(landtype,{'AL','BO'}|NOT_APPLICABLE)","mapText(landtype,{'AL','BO'}, {'TALL_SHRUB','OPEN_MUSKEG'})",Maps source value to NON_FOR_VEG using list of values.,TRUE

DST ATTRIBUTES
rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,notEmpty(dist_type_1),NA,Translate only rows where dist_type1 is not empty, TRUE
1,CAS_ID,text,notEmpty(inventory_id);notNull(map_sheet_id);notNull(orig_stand_id);notNull(src_filename);notNull(ogc_fid),"padConcat({inventory_id, src_filename, map_sheet_id, orig_stand_id, ogc_fid}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,DIST_TYPE_1,text,"notNull(dist_type_1);notEmpty(dist_type_1);lengthMatchList(dist_type_1, {2,4}, 'TRUE'|INVALID_VALUE);matchListSubstring(dist_type_1, 1, 2, {'BR','CC','DI','EP','FL','HR','OF','PC','PN','RN','SD','ST','SY','TH','SW','UR','WF'})","mapSubstringText(dist_type_1, 1, 2,  {'BR','CC','DI','EP','FL','HR','OF','PC','PN','RN','SD','ST','SY','TH','SW','UR','WF'}, {'BURN','CUT','DISEASE','OTHER','FLOOD','OTHER','OTHER','PARTIAL_CUT','SILVICULTURE_TREATMENT','OTHER','OTHER','PARTIAL_CUT','OTHER','SILVICULTURE_TREATMENT','OTHER','OTHER','WINDFALL'})",Takes substring of characters 1 and 2. Validates substring and maps to CASFRI disturbance type. Valid strings must have two or four characters.,TRUE
3,DIST_YEAR_1,integer,false(|-8886),nothingInt(),Year is unknown,TRUE
4,DIST_EXT_UPPER_1,integer,false(),nothingInt(),Attribute does not occur,TRUE
5,DIST_EXT_LOWER_1,integer,false(),nothingInt(),Attribute does not occur,TRUE
6,DIST_TYPE_2,text,"notNull(dist_type_2);notEmpty(dist_type_2);lengthMatchList(dist_type_2, {3,4}, 'TRUE'|NOT_APPLICABLE);hasLength(dist_type_2, 4|INVAID_VALUE);matchListSubstring(dist_type_2, 3, 2, {'BR','CC','DI','EP','FL','HR','OF','PC','PN','RN','SD','ST','SY','TH','SW','UR','WF'})","mapSubstringText(dist_type_2, 3, 2,  {'BR','CC','DI','EP','FL','HR','OF','PC','PN','RN','SD','ST','SY','TH','SW','UR','WF'}, {'BURN','CUT','DISEASE','OTHER','FLOOD','OTHER','OTHER','PARTIAL_CUT','SILVICULTURE_TREATMENT','OTHER','OTHER','PARTIAL_CUT','OTHER','SILVICULTURE_TREATMENT','OTHER','OTHER','WINDFALL'})","Takes substring of characters 3 and 4. Validates substring and maps to CASFRI disturbance type. For a second disturbance to be present dist_type_1 must have 4 characters. If one or two characters, return NOT_APPLICABLE because there is no second disturbance. If three characters, return INVALID_VALUE because disturbance code must have length 2.",TRUE
7,DIST_YEAR_2,integer,"hasLength(dist_type_2, 4|-8887);false(|-8886)",nothingInt(),"If there is a dist_type_2 to report, year is UNKNOWN_VALUE, if there is no dist_type_2, return NOT_APPLICABLE",TRUE
8,DIST_EXT_UPPER_2,integer,false(),nothingInt(),Attribute does not occur,TRUE
9,DIST_EXT_LOWER_2,integer,false(),nothingInt(),Attribute does not occur,TRUE
10,DIST_TYPE_3,text,false(),nothingText(),Attribute does not occur,TRUE
11,DIST_YEAR_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
12,DIST_EXT_UPPER_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
13,DIST_EXT_LOWER_3,integer,false(),nothingInt(),Attribute does not occur,TRUE
14,LAYER,integer,true(),nothingInt(|-8886),Disturbance layer is unknown,TRUE

ECO ATTRIBUTES
rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
0,ROW_TRANSLATION_RULE,NA,false(),NA,No row to translate, TRUE
1,CAS_ID,text,notEmpty(inventory_id);notNull(map_sheet_id);notNull(orig_stand_id);notNull(src_filename);notNull(ogc_fid),"padConcat({inventory_id, src_filename, map_sheet_id, orig_stand_id, ogc_fid}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,WETLAND_TYPE,text,false(),nothingText(),Attribute does not occur,TRUE
3,WET_VEG_COVER,text,false(),nothingText(),Attribute does not occur,TRUE
4,WET_LANDFORM_MOD,text,false(),nothingText(),Attribute does not occur,TRUE
5,WET_LOCAL_MOD,text,false(),nothingText(),Attribute does not occur,TRUE
6,ECO_SITE,text,false(),nothingText(),Attribute does not occur,TRUE

GEO ATTRIBUTES
rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
1,CAS_ID,text,notEmpty(inventory_id);notNull(map_sheet_id);notNull(orig_stand_id);notNull(src_filename);notNull(ogc_fid),"padConcat({inventory_id, src_filename, map_sheet_id, orig_stand_id, ogc_fid}, {4,15,10,10,7}, {'x','x','x','0','0'}, '-', 'TRUE', 'TRUE')",Concatenates five attributes to create CAS_ID,TRUE
2,GEOMETRY,geometry,"geoIsValid(wkb_geometry, TRUE|POLYGON EMPTY)",geoMakeValidMultiPolygon(wkb_geometry),Returns the geometry and validates if necessary. If valid geometry cannot be made error code is returned.,TRUE
